X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-2.200000e-05,2.000000e-09
0,6.84e+00,-2.88e-01,
1,6.84e+00,-2.88e-01,
2,6.84e+00,-2.88e-01,
3,6.80e+00,-2.88e-01,
4,6.84e+00,-2.88e-01,
5,6.80e+00,-2.96e-01,
6,6.80e+00,-2.88e-01,
7,6.80e+00,-2.96e-01,
8,6.84e+00,-2.96e-01,
9,6.80e+00,-2.96e-01,
10,6.80e+00,-2.88e-01,
11,6.80e+00,-2.88e-01,
12,6.84e+00,-2.88e-01,
13,6.80e+00,-2.88e-01,
14,6.84e+00,-2.88e-01,
15,6.80e+00,-2.88e-01,
16,6.84e+00,-2.88e-01,
17,6.80e+00,-2.88e-01,
18,6.80e+00,-2.96e-01,
19,6.80e+00,-2.96e-01,
20,6.84e+00,-2.96e-01,
21,6.80e+00,-2.96e-01,
22,6.80e+00,-2.88e-01,
23,6.80e+00,-2.96e-01,
24,6.84e+00,-2.88e-01,
25,6.80e+00,-2.88e-01,
26,6.80e+00,-2.88e-01,
27,6.80e+00,-2.96e-01,
28,6.84e+00,-2.88e-01,
29,6.80e+00,-2.96e-01,
30,6.80e+00,-2.96e-01,
31,6.80e+00,-2.96e-01,
32,6.84e+00,-2.96e-01,
33,6.80e+00,-2.96e-01,
34,6.80e+00,-2.96e-01,
35,6.80e+00,-2.96e-01,
36,6.84e+00,-2.88e-01,
37,6.80e+00,-2.96e-01,
38,6.80e+00,-2.88e-01,
39,6.80e+00,-2.96e-01,
40,6.84e+00,-2.96e-01,
41,6.80e+00,-2.96e-01,
42,6.84e+00,-2.88e-01,
43,6.80e+00,-2.96e-01,
44,6.84e+00,-2.96e-01,
45,6.80e+00,-2.96e-01,
46,6.80e+00,-2.96e-01,
47,6.80e+00,-2.96e-01,
48,6.84e+00,-2.96e-01,
49,6.80e+00,-2.96e-01,
50,6.80e+00,-2.88e-01,
51,6.80e+00,-2.96e-01,
52,6.84e+00,-2.96e-01,
53,6.80e+00,-2.96e-01,
54,6.80e+00,-2.96e-01,
55,6.80e+00,-2.96e-01,
56,6.84e+00,-2.96e-01,
57,6.80e+00,-2.96e-01,
58,6.80e+00,-2.96e-01,
59,6.80e+00,-2.96e-01,
60,6.84e+00,-2.96e-01,
61,6.80e+00,-2.96e-01,
62,6.84e+00,-2.88e-01,
63,6.80e+00,-2.96e-01,
64,6.84e+00,-2.96e-01,
65,6.80e+00,-2.96e-01,
66,6.80e+00,-2.96e-01,
67,6.80e+00,-2.96e-01,
68,6.84e+00,-2.96e-01,
69,6.80e+00,-3.04e-01,
70,6.80e+00,-2.96e-01,
71,6.80e+00,-2.96e-01,
72,6.84e+00,-2.96e-01,
