Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
102.5774269859912,0.0157022855947441,17.75564534934293,-2.70568504735121
108.5704408327505,0.02819025741322152,17.74670910159513,-2.982440786513109
114.9135922879754,0.03049365443967815,17.73847912535392,-3.149288187675381
121.6273378945674,0.02491731068895886,17.74624513387854,-3.368441093213988
128.7333293545225,0.03119401213733137,17.73569636683799,-3.625462357555961
136.2544833552602,0.01172766659992172,17.75091785291593,-3.682736645164084
144.2150554755048,0.02026686474900314,17.74304861851019,-4.007879858625614
152.6407184090652,0.03500920591798527,17.72506402408832,-4.113966425131039
161.5586447587848,0.0157894438449669,17.74156850450972,-4.278367960532194
170.9975946676697,0.006505014387918156,17.7463356485239,-4.797897974221996
180.9880085698029,0.01359618376119849,17.73955026981979,-4.854450026927076
191.5621053601653,0.01685413065332089,17.72798000215876,-5.279503960418822
202.7539862999612,0.02860236265123571,17.71711007032788,-5.523319321524866
214.5997449925365,0.02470208819227565,17.71556390802511,-5.861820376364165
227.1375837845639,0.01303577566813681,17.72351694701898,-6.153267403718772
240.4079369678839,0.03055092792105874,17.7055071531074,-6.391206763144091
254.4536011793301,0.03140585616829598,17.69481508748787,-6.732365310864687
269.3198734190672,0.03295238738603312,17.68290706023215,-7.349969682497061
285.0546971325567,0.02272832890046362,17.68925327521228,-7.699377462493196
301.7088168272581,0.006738216301603122,17.70350070716566,-7.951684590640756
319.3359417227003,0.02293417648157601,17.67282816096375,-8.591402481972821
337.9929189616926,0.03393338264644137,17.65117637007874,-9.234611394965867
357.7399169412834,0.05482906126024473,17.62305781407575,-9.636568151356073
378.6406193546952,0.01261958330037358,17.65479100025342,-10.24444032203829
400.7624305700231,0.01753935834696178,17.63780180587179,-10.8942740711719
424.1766930080449,0.03061663866938059,17.60603528127599,-11.36836734590779
448.9589172201711,0.001950801400353598,17.61698046266957,-11.98614933908522
475.1890254085353,0.03245801996788374,17.5778013768387,-12.82452988257336
502.9516091735803,0.05418123395447145,17.52924323381593,-13.44952968853958
532.3362023203628,0.000902595084594273,17.56200912409601,-14.16605046221216
563.4375696033708,0.03319767826744015,17.5075358532124,-14.80294614438495
596.3560123410552,0.02506541220334179,17.48508531540084,-15.82705218451844
631.1976918856806,0.04007732732619416,17.44801989623765,-16.77699353956487
668.0749719916639,0.027612453484518,17.42840451505107,-17.60354736435713
707.1067811865476,0.01048456323863828,17.40917958642097,-18.59205689070984
748.4189963132453,0.03553156614196244,17.33318576217198,-19.64483397995364
792.1448484804624,0.03715699607220548,17.29354459841278,-20.7151779280112
838.4253527304941,0.007923352138265751,17.26768040489464,-21.66726674347038
887.4097628100533,0.02623981600155869,17.20221719463625,-22.84539584161934
939.2560525107727,0.01185043307032593,17.15810973147658,-24.36477057795204
994.1314251316742,0.0408434328770797,17.05950784990652,-25.48401626659092
1052.212852706634,0.03158952095148686,16.98909915706788,-26.90279937250584
1113.687646735833,0.01456052872489485,16.92888077960944,-28.40717809534368
1178.754062261777,0.08028180041760258,16.77525329681523,-29.73367271867922
1247.621937238045,0.02994698645018829,16.7285025569402,-31.16714282209801
1320.513369252708,0.03145115859316428,16.62407753402534,-32.65832196118768
1397.663431788814,0.04644534230028862,16.4918194543862,-34.39950367233271
1479.320932331926,0.06065340216263494,16.35073943499942,-35.9035523677225
1565.749214769513,0.063195038571853,16.21666294995176,-37.83419538699682
1657.227008669993,0.02965156856615558,16.10725849703195,-39.39866190783046
1754.049328180301,0.03178227273176037,15.93975293430318,-41.53798875978946
1856.528423440887,0.08384603322135079,15.73060876081915,-43.33149176536433
1964.994787586509,0.06464831219122774,15.55910595081487,-45.10725930057029
2079.798222580294,0.1024261456537429,15.33675844066172,-47.17722892821064
2201.308967318424,0.0602926198107423,15.17673038620111,-49.11638415898555
2329.918891643553,0.07363499211215861,14.9326648975192,-51.19572850397174
2466.042760117587,0.07367053234913536,14.69740360126624,-53.14869486150416
2610.119569629524,0.1061920309574867,14.43899848832938,-55.28515978828862
2762.613965152073,0.09774704554594414,14.1755080046681,-57.4884312901909
2924.017738212866,0.08378818783020803,13.93522433407421,-59.56732804694201
3094.851412912785,0.08641968348599002,13.63198230859598,-61.48583481517693
3275.665924606298,0.1227350835876587,13.30123271454177,-63.68744048695427
3467.044396657504,0.1447751004506996,12.97404354048306,-66.01950815405542
3669.604021001906,0.1147310017954927,12.71123064516911,-67.93406337823409
3883.998048578666,0.120208204164796,12.35566340619174,-70.14460128730136
4110.91789605249,0.1425238761453211,12.01560060993831,-72.21124210339711
4351.095375619197,0.1395179388883935,11.69246136246479,-74.70531030820814
4605.305055086172,0.1404258495966929,11.32195675298298,-76.71160542105605
4874.36675583883,0.1412696983050032,10.94417592496267,-79.10704163550952
5159.148196748966,0.1788180738112803,10.55119495456329,-81.31520629739521
5460.567792551683,0.1744079443980531,10.16866852538099,-83.87914281779354
5779.597615715405,0.1821435425928875,9.765423602979359,-85.97341001703079
6117.266531357141,0.1943981307233116,9.403130913774568,-87.83549072175737
6474.663515312955,0.1919458347925598,8.977123646532746,-90.61955084934745
6852.941166064297,0.167220016464833,8.643871403141256,-92.92447332530332
7253.319421846229,0.1542500152673173,8.179988790753542,-94.65471004556511
7677.08949492507,0.2217486569055071,7.795631796874741,-97.54315191981358
8125.618035733363,0.196763605323366,7.390103023342549,-99.97311075960317
8600.351540291613,0.1746015843058188,7.101721549499991,-102.1833433189133
9102.821015130405,0.1771138616894983,6.56633007275323,-105.1455287460504
9634.646914757404,0.1821777110727659,6.112634162289165,-107.6802879457266
10197.54436759236,0.1837692518015701,5.625911553424629,-110.7560763363446
10793.32870722362,0.2140041319897233,5.207103910200247,-112.4637395750938
11423.92132682452,0.1779564762385983,4.849133202091854,-115.2053072375302
12091.35587560979,0.1350449441624682,4.438482163426121,-118.1718088436522
12797.78481731564,0.1602376891787528,3.988481158825258,-119.7444902752333
13545.48637185448,0.1520764961763466,3.597459813980692,-123.8743143863873
14336.87186253071,0.1537521837388498,3.037869908894354,-126.8511246173766
15174.49349251265,0.1580165518304782,2.6485113488644,-129.9247244712935
16061.05257563926,0.1279971916790178,2.690821342995402,-132.9693663060975
16999.40824810587,0.1086393284373645,3.085410207877179,-139.1670520468054
17992.58668912415,0.2002722284770316,1.55762625283432,-142.2348926295642
19043.7908802925,0.08564635630682513,1.069789528087052,-143.186193876739
20156.41093515083,0.11308364721861,0.5042699981836926,-147.2897091009722
21334.03503223242,0.04444670857336823,0.342702048564219,-151.4622028506696
22580.46098687132,0.1124186172248545,-0.2622514464388572,-155.1031962365475
23899.7084990848,0.1280406711143913,3.916480422445838,-172.118541835521
25296.0321170294,0.1223840582918241,-12.71556934334339,-85.64386045636888
26773.9349578379,0.08088854776843199,-7.20202767170279,-150.7668962187926
28338.18323008663,0.1892235914866279,-1.851105412782774,-164.7039426181692
29993.82160472731,0.1170523630701292,-0.9749221422548329,-176.6144946392934
31746.18948405528,0.1017470941933151,-2.327276621736117,176.8054603058587
33600.93822118018,-0.004483764686726765,-1.803345051786967,174.2314699131912
35564.04934553248,0.07964371721274097,-4.032738530297387,164.747197253223
37641.85385318225,0.1541024406615472,-3.749428293186738,163.0987590719039
39841.05262418107,0.07535751976255432,-4.087384231106834,159.9729604867403
42168.73803277285,0.07837964707844816,-6.916439210816493,148.9912631361382
44632.41682016619,0.1051414229487665,-0.1528789109407291,-135.3370582443464
47240.03430363178,0.05321095856532287,7.851752452936759,12.79538194959103
50000,0.1089378105165587,10.49990095246964,7.101109606114022
