Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
10,0.08030747370361169,17.77386145375306,-0.3091016362166314
10.58424294923851,0.07243448847821038,17.77034347170593,-0.4194800176638651
11.2026198808505,0.05639127119191606,17.78102516191637,-0.3666220275378009
11.85712504868911,0.06836174332693079,17.76396489305337,-0.3992096554207123
12.54986921948269,0.06019360758309351,17.76996044838187,-0.2941225130862932
13.28308648001751,0.08017260830053383,17.74877771730305,-0.4576850822326719
14.05914144202507,0.05486158698547587,17.77042859171747,-0.4724114103581947
14.88053686801006,0.06753876757063323,17.75550039052419,-0.4872508351230351
15.74992174261191,0.0562289174719063,17.76414418758844,-0.6048371005256712
16.67009981552986,0.05818178424001832,17.76099466115172,-0.5065419401491624
17.64403864356239,0.05944751298579688,17.75857863029192,-0.5900753795036948
18.6748791609217,0.06301340994638303,17.75619709452993,-0.6330504298517354
19.76594580868665,0.05191043362510011,17.76710362212903,-0.6300315564575669
20.92075725606221,0.04665057517946796,17.76783785761076,-0.6763919940004399
22.14303774802068,0.05086608081329733,17.76246960256314,-0.7061529081013589
23.436729115921,0.07366100483101973,17.73855414058057,-0.8167278474286093
24.80600348983997,0.06533801722637218,17.74776844431014,-0.7424653198192193
26.25527675361243,0.06883372486698119,17.74464222805404,-0.8601213224201842
27.78922278597281,0.08380720441627755,17.7285900569781,-0.819913855895976
29.41278853372508,0.09080363627370544,17.72113605097882,-0.9181230939501628
31.13120996555226,0.06758503305688679,17.74267410295367,-1.021220204494242
32.95002895791605,0.08288965911743332,17.72715627887445,-0.9443460699254445
34.87511116750276,0.05951415568309616,17.75052590780197,-1.193438401558979
36.91266494785499,0.08626790097673509,17.72258650040977,-1.228267738298371
39.06926137119375,0.06807834266516463,17.7380210532381,-1.169946355590554
41.35185542000135,0.06181708095992289,17.74889585254792,-1.418684754901733
43.76780841670799,0.07677276355527085,17.73085837671608,-1.300598758855045
46.3249117638163,0.04636339160562167,17.7577510075227,-1.437559777719045
49.03141207102686,0.07470511725118764,17.72938379396339,-1.520034873102702
51.8960377503974,0.06767787433621784,17.7364192582746,-1.63310768090173
54.92802716530586,0.05470358062919996,17.7477347488313,-1.823412298362006
58.13715842399698,0.059902629807016,17.74422209943842,-1.968649491158985
61.53378091379528,0.04871604481506728,17.75182205423914,-2.018242299683919
65.12884867768241,0.05743761401791427,17.74414283422345,-2.154173661930429
68.93395574087819,0.0666501645711447,17.73330462695072,-2.339740536114727
72.96137350135093,0.06517985498950188,17.73320947118282,-2.410959427698941
77.22409030484302,0.05099509323108581,17.74858398158789,-2.475879969808261
81.73585333203927,0.0756363058586009,17.72230559000816,-2.638801618413183
86.51121293296302,0.0706593785073882,17.72378629663104,-2.819967521044518
91.56556955157842,0.08328691613695248,17.71410307452936,-2.947706501499141
96.91522339193011,0.08418869857685667,17.70783916557347,-3.128737838514965
102.5774269859912,0.0403168125553132,17.7501502756766,-3.306505865649843
108.5704408327505,0.07062210832698998,17.71591956282444,-3.440941375621705
114.9135922879754,0.07762572682281205,17.711045346699,-3.677560034685589
121.6273378945674,0.07024283766820559,17.71065279959138,-3.933505825134077
128.7333293545225,0.05549950340638181,17.72783957812312,-4.180536834244094
136.2544833552602,0.03526429148913594,17.74059361512916,-4.240301723936057
144.2150554755048,0.07025861973275985,17.70484557655345,-4.711532803816031
152.6407184090652,0.07731689370407406,17.69873519803025,-4.916585563826473
161.5586447587848,0.04888632746114389,17.71831246444071,-5.127261885107373
170.9975946676697,0.06988609373331471,17.69281993737701,-5.580120972362494
180.9880085698029,0.08601485360665238,17.67140500030441,-5.749732281813515
191.5621053601653,0.05234190168134627,17.70141424175612,-6.075272109914817
202.7539862999612,0.06931309112587113,17.68206222668292,-6.435220294799848
214.5997449925365,0.05628574926962299,17.68786209645274,-6.953111548522642
227.1375837845639,0.05939220849653862,17.67291305242507,-7.200538311405126
240.4079369678839,0.06980163160918912,17.65843426801899,-7.798444907082626
254.4536011793301,0.06107487172624662,17.66127791787219,-8.160640640160153
269.3198734190672,0.05566223903457755,17.65377582202659,-8.645347330317946
285.0546971325567,0.07701228688370075,17.62033743784449,-8.999881425775385
301.7088168272581,0.07537247433235553,17.60984953022491,-9.522135768318805
319.3359417227003,0.04541251317327161,17.62549934604231,-9.978203071916397
